kecamatan,periode,ndvi_unmasked_mean,ndvi_cropland_mean,cropland_pct
Lasem,2022Q4,0.6090183116557643,0.5542288947887487,16.459052860811457
Kragan,2022Q4,0.6504133801473815,0.5548908343084052,29.170556633757567
Sluke,2022Q4,0.6056911507795889,0.5200692372579798,9.12217467688561
Pamotan,2022Q4,0.6277839381784528,0.5650423061901995,36.56497268033711
Sulang,2022Q4,0.6364661645626043,0.5712223944059543,40.142089477030915
Sarang,2022Q4,0.5845376023152759,0.5131977012970553,49.28458162386916
Sedan,2022Q4,0.6789145178684867,0.5652209767330355,26.368444325462082
Kaliori,2022Q4,0.38902644531147546,0.47051383826390963,57.65315120181934
Gunem,2022Q4,0.646588194856179,0.5641186000765903,24.57658219889265
Sale,2022Q4,0.6290488333497682,0.507927988138884,15.059284300707068
Sumber,2022Q4,0.594392695949,0.5533873103678878,49.12904702586943
Bulu,2022Q4,0.6970988203898097,0.5348642998654696,17.451105549217562
Rembang,2023Q1,0.37058194197355404,0.37437341414631453,50.751505873221056
Pancur,2023Q1,0.18708626403122872,0.1456870735583501,15.481337496922354
Lasem,2023Q1,0.23231253029218246,0.290040247034318,16.459052860811457
Kragan,2023Q1,0.47944057027373754,0.6219690069585665,29.170556633757567
Sluke,2023Q1,0.38788814801473226,0.5205636048912059,9.12217467688561
Pamotan,2023Q1,0.2911687108592216,0.30236157814265147,36.56497268033711
Sulang,2023Q1,0.5007383527336563,0.45739800076242576,40.142089477030915
Sarang,2023Q1,0.4287606399603843,0.40049339732832245,49.28458162386916
Sedan,2023Q1,0.4305604577679868,0.4425054910043884,26.368444325462082
Kaliori,2023Q1,0.31180794426499026,0.36107122109306994,57.65315120181934
Gunem,2023Q1,0.19591477829279683,0.16512921474485018,24.57658219889265
Sale,2023Q1,0.34488922400842514,0.28652337842285164,15.059284300707068
Sumber,2023Q1,0.4971457124099496,0.4561327907309814,49.12904702586943
Bulu,2023Q1,0.2622439141653144,0.3299320436232613,17.451105549217562
Rembang,2023Q2,0.42630613848608845,0.4401269667192291,50.751505873221056
Pancur,2023Q2,0.621327622877916,0.5184334112834124,15.481337496922354
Lasem,2023Q2,0.5407803566470242,0.46888663316105866,16.459052860811457
Kragan,2023Q2,0.5902647267119058,0.5073492814508396,29.170556633757567
Sluke,2023Q2,0.6068181592089934,0.519696841165645,9.12217467688561
Pamotan,2023Q2,0.5490676842547187,0.5021337828777722,36.56497268033711
Sulang,2023Q2,0.5604614845502267,0.4791885354704295,40.142089477030915
Sarang,2023Q2,0.5413846106019933,0.48879788242751054,49.28458162386916
Sedan,2023Q2,0.5901300224910352,0.513602876225616,26.368444325462082
Kaliori,2023Q2,0.35654783418297986,0.40026307617299095,57.65315120181934
Gunem,2023Q2,0.5789170825190495,0.49111056256271945,24.57658219889265
Sale,2023Q2,0.6187070090693736,0.5451397199276884,15.059284300707068
Sumber,2023Q2,0.5049143623930035,0.4141939587409821,49.12904702586943
Bulu,2023Q2,0.6383232230271124,0.47922881729133504,17.451105549217562
Rembang,2023Q3,0.32254788963603054,0.3060084054597912,50.751505873221056
Pancur,2023Q3,0.5140340943229053,0.37426463399962356,15.481337496922354
Lasem,2023Q3,0.44246585587174303,0.3426116369339414,16.459052860811457
Kragan,2023Q3,0.4986172638069782,0.4046585672370946,29.170556633757567
Sluke,2023Q3,0.4947468266550283,0.4025857853642426,9.12217467688561
Pamotan,2023Q3,0.4089454044334774,0.3736855154029573,36.56497268033711
Sulang,2023Q3,0.4284707645062297,0.38999683502107835,40.142089477030915
Sarang,2023Q3,0.40773772363723126,0.364673854722367,49.28458162386916
Sedan,2023Q3,0.4681919469303268,0.394749749853478,26.368444325462082
Kaliori,2023Q3,0.302267939652767,0.3287034921155729,57.65315120181934
Gunem,2023Q3,0.4243372195635263,0.3749558420686943,24.57658219889265
Sale,2023Q3,0.48408732421124556,0.4397790893306734,15.059284300707068
Sumber,2023Q3,0.4348280776700525,0.4091390570777541,49.12904702586943
Bulu,2023Q3,0.4928980424460157,0.42814473931279706,17.451105549217562
Rembang,2023Q4,0.25492986895112346,0.22572615666636725,50.751505873221056
Pancur,2023Q4,0.44158047706460546,0.28475035910559643,15.481337496922354
