kecamatan,tahun,triwulan,periode,ndvi_mean,ndvi_source,ntl_median,ntl_source,ntl_relative,ntl_valid,ndvi_recommended,ntl_recommended
Gunem,2018,4,2018Q4,0.3125734550944908,Sentinel-2,0.6110703513469141,VIIRS,0.7901613311501247,True,True,True
Sale,2018,4,2018Q4,0.3518695142230773,Sentinel-2,0.4184605028563569,VIIRS,0.5411018669812924,True,True,True
Sumber,2018,4,2018Q4,0.3362394984893521,Sentinel-2,0.7900000214576721,VIIRS,1.021531264260664,True,True,True
Bulu,2018,4,2018Q4,0.3470570233491834,Sentinel-2,0.4520420577260823,VIIRS,0.5845254204878001,True,True,True
Rembang,2019,1,2019Q1,0.4676995855222266,Sentinel-2,1.7938034604131945,VIIRS,2.5246978268236604,True,True,True
Pancur,2019,1,2019Q1,0.6229911888043489,Sentinel-2,0.7400000095367433,VIIRS,1.0415167866253057,True,True,True
Lasem,2019,1,2019Q1,0.4294993650639216,Sentinel-2,0.7383814772815033,VIIRS,1.0392387751498973,True,True,True
Kragan,2019,1,2019Q1,0.4947111074738084,Sentinel-2,0.6131451725959778,VIIRS,0.8629742995500227,True,True,True
Sluke,2019,1,2019Q1,0.434582203749325,Sentinel-2,0.8268749937415123,VIIRS,1.1637894261131332,True,True,True
Pamotan,2019,1,2019Q1,0.655636755131137,Sentinel-2,0.6338087978942618,VIIRS,0.8920574243383198,True,True,True
Sulang,2019,1,2019Q1,0.5990553997238699,Sentinel-2,0.5532199455590187,VIIRS,0.7786322332027567,True,True,True
Sarang,2019,1,2019Q1,0.5587810523148414,Sentinel-2,0.4840664005615341,VIIRS,0.6813017236874696,True,True,True
Sedan,2019,1,2019Q1,0.5720532152079395,Sentinel-2,0.4900000095367432,VIIRS,0.6896530118946408,True,True,True
Kaliori,2019,1,2019Q1,0.4521929632481211,Sentinel-2,0.9880000114440918,VIIRS,1.3905656538426323,True,True,True
Gunem,2019,1,2019Q1,0.6167889198240893,Sentinel-2,0.5866064472898616,VIIRS,0.8256222352990216,True,True,True
Sale,2019,1,2019Q1,0.6081758039207905,Sentinel-2,0.4000000059604645,VIIRS,0.5629820479581498,True,True,True
Sumber,2019,1,2019Q1,0.5943929367327653,Sentinel-2,0.6700000166893005,VIIRS,0.9429949397676226,True,True,True
Bulu,2019,1,2019Q1,0.6974608537330649,Sentinel-2,0.429124606681721,VIIRS,0.6039736157473687,True,True,True
Rembang,2019,2,2019Q2,0.4661145410996118,Sentinel-2,2.3153612279891966,VIIRS,2.6238447409974235,True,True,True
Pancur,2019,2,2019Q2,0.6027726015514339,Sentinel-2,0.8319136076957009,VIIRS,0.9427523092853412,True,True,True
Lasem,2019,2,2019Q2,0.5428221635332358,Sentinel-2,0.9690768732426202,VIIRS,1.098190306869793,True,True,True
Kragan,2019,2,2019Q2,0.5956051736383453,Sentinel-2,0.7147723195874192,VIIRS,0.8100038858250805,True,True,True
Sluke,2019,2,2019Q2,0.6477088725385237,Sentinel-2,0.9251798486752476,VIIRS,1.0484447312489364,True,True,True
Pamotan,2019,2,2019Q2,0.5763682744884638,Sentinel-2,0.764517112701536,VIIRS,0.866376348241165,True,True,True
Sulang,2019,2,2019Q2,0.5493758780288495,Sentinel-2,0.803023463195321,VIIRS,0.9100130318034384,True,True,True
Sarang,2019,2,2019Q2,0.5352784944741602,Sentinel-2,0.5789252969412112,VIIRS,0.6560574986948242,True,True,True
Sedan,2019,2,2019Q2,0.5530435604156162,Sentinel-2,0.6167385449966489,VIIRS,0.6989087354050704,True,True,True
Kaliori,2019,2,2019Q2,0.4013630364309531,Sentinel-2,1.3455606688078263,VIIRS,1.524834329030608,True,True,True
Gunem,2019,2,2019Q2,0.5605972272313311,Sentinel-2,0.5959185228201668,VIIRS,0.6753147903070714,True,True,True
Sale,2019,2,2019Q2,0.5931889742221745,Sentinel-2,0.4790981704121059,VIIRS,0.5429300619104765,True,True,True
Sumber,2019,2,2019Q2,0.5384560617877975,Sentinel-2,0.865714294569833,VIIRS,0.9810563775338252,True,True,True
Bulu,2019,2,2019Q2,0.6046980970525297,Sentinel-2,0.5482302565422528,VIIRS,0.6212728528469469,True,True,True
Rembang,2019,3,2019Q3,0.2532361088767672,Sentinel-2,2.5514122516527804,VIIRS,2.666808469907067,True,True,True
Pancur,2019,3,2019Q3,0.4571315757244508,Sentinel-2,0.9572237772239168,VIIRS,1.0005174487359074,True,True,True
Lasem,2019,3,2019Q3,0.4057203497624148,Sentinel-2,1.0231578726517527,VIIRS,1.0694336358509886,True,True,True
Kragan,2019,3,2019Q3,0.4465937615973877,Sentinel-2,0.7317315349319102,VIIRS,0.7648265597966094,True,True,True
Sluke,2019,3,2019Q3,0.4579762491023058,Sentinel-2,1.0412499755620956,VIIRS,1.0883440150923198,True,True,True
Pamotan,2019,3,2019Q3,0.3521357923260691,Sentinel-2,0.8001590123371534,VIIRS,0.8363489004926166,True,True,True
Sulang,2019,3,2019Q3,0.3448799253757945,Sentinel-2,0.8583333492279053,VIIRS,0.897154367837608,True,True,True
Sarang,2019,3,2019Q3,0.3387503730976484,Sentinel-2,0.5765615297619433,VIIRS,0.6026384681643262,True,True,True
Sedan,2019,3,2019Q3,0.4140959457320625,Sentinel-2,0.6345966560123953,VIIRS,0.6632984285986205,True,True,True
Kaliori,2019,3,2019Q3,0.2043498292596312,Sentinel-2,1.477500021457672,VIIRS,1.544324939632458,True,True,True
Gunem,2019,3,2019Q3,0.3367472216905446,Sentinel-2,0.8785463069392221,VIIRS,0.9182815246863276,True,True,True
Sale,2019,3,2019Q3,0.3792595130875372,Sentinel-2,0.5159924312444278,VIIRS,0.5393299280267962,True,True,True
Sumber,2019,3,2019Q3,0.3517722560703741,Sentinel-2,0.9139719850549074,VIIRS,0.9553094484920208,True,True,True
Bulu,2019,3,2019Q3,0.4213585651630299,Sentinel-2,0.4337653641480707,VIIRS,0.4533838646863337,True,True,True
Rembang,2019,4,2019Q4,0.2138497204473587,Sentinel-2,2.4380416021148954,VIIRS,2.467385832547632,True,True,True
Pancur,2019,4,2019Q4,0.3480334244216907,Sentinel-2,0.946666657924652,VIIRS,0.9580607229516936,True,True,True
Lasem,2019,4,2019Q4,0.2830107444596683,Sentinel-2,1.0551976874723272,VIIRS,1.0678980302664858,True,True,True
Kragan,2019,4,2019Q4,0.368472027597633,Sentinel-2,0.8250709318732274,VIIRS,0.8350014726512185,True,True,True
Sluke,2019,4,2019Q4,0.3951774747337597,Sentinel-2,1.0514285564422607,VIIRS,1.064083534034537,True,True,True
Pamotan,2019,4,2019Q4,0.2715082185461804,Sentinel-2,0.829114459476645,VIIRS,0.8390936680893657,True,True,True
Sulang,2019,4,2019Q4,0.2547959247366768,Sentinel-2,0.953444960870241,VIIRS,0.96492060944508,True,True,True
Sarang,2019,4,2019Q4,0.2278825108281768,Sentinel-2,0.6340752142998266,VIIRS,0.6417069336207605,True,True,True
Sedan,2019,4,2019Q4,0.2987011154849897,Sentinel-2,0.6922144983263053,VIIRS,0.7005459811566837,True,True,True
Kaliori,2019,4,2019Q4,0.1657748722175206,Sentinel-2,1.4800000190734866,VIIRS,1.4978132760591236,True,True,True
Gunem,2019,4,2019Q4,0.2723482898045615,Sentinel-2,0.7990701887664828,VIIRS,0.8086877850087921,True,True,True
Sale,2019,4,2019Q4,0.3323327715961511,Sentinel-2,0.5157580880826261,VIIRS,0.5219657443306227,True,True,True
Sumber,2019,4,2019Q4,0.2542989906046358,Sentinel-2,1.0228571210588728,VIIRS,1.035168213303599,True,True,True
Bulu,2019,4,2019Q4,0.3038285937672374,Sentinel-2,0.5905602229657498,VIIRS,0.5976681965344054,True,True,True
Rembang,2020,1,2020Q1,0.4629022629974663,Sentinel-2,2.165000081062317,VIIRS,2.3153664884186624,True,True,True
Pancur,2020,1,2020Q1,0.4034505029426747,Sentinel-2,0.9167610260675538,VIIRS,0.9804331076992806,True,True,True
Lasem,2020,1,2020Q1,0.285969850544123,Sentinel-2,1.0259905412512005,VIIRS,1.097248973534416,True,True,True
Kragan,2020,1,2020Q1,0.2316421670656865,Sentinel-2,0.8284120909610198,VIIRS,0.8859480472032224,True,True,True
Sluke,2020,1,2020Q1,0.2180400006596713,Sentinel-2,0.9448736499362904,VIIRS,1.0104982461611935,True,True,True
Pamotan,2020,1,2020Q1,0.585336013159708,Sentinel-2,0.798445379112753,VIIRS,0.853900048226922,True,True,True
Sulang,2020,1,2020Q1,0.5367311988005405,Sentinel-2,0.8199999928474426,VIIRS,0.8769517010876557,True,True,True
Sarang,2020,1,2020Q1,0.5385431460468912,Sentinel-2,0.6521834584015593,VIIRS,0.6974797539698071,True,True,True
Sedan,2020,1,2020Q1,0.4710907616004944,Sentinel-2,0.7549999952316284,VIIRS,0.8074372389204753,True,True,True
Kaliori,2020,1,2020Q1,0.4186771632458412,Sentinel-2,1.3018181324005127,VIIRS,1.3922337020407514,True,True,True
Gunem,2020,1,2020Q1,0.4042965103483713,Sentinel-2,0.8563609548281296,VIIRS,0.915838051990441,True,True,True
Sale,2020,1,2020Q1,0.4774442067267667,Sentinel-2,0.6406579536420328,VIIRS,0.6851537648320961,True,True,True
Sumber,2020,1,2020Q1,0.5533606075496158,Sentinel-2,0.8265316767591826,VIIRS,0.8839370320234243,True,True,True
Bulu,2020,1,2020Q1,0.5628172525217817,Sentinel-2,0.5587657189206982,VIIRS,0.5975738438916517,True,True,True
Rembang,2020,2,2020Q2,0.4458378637917731,Sentinel-2,2.0706231819481413,VIIRS,2.318200782394801,True,True,True
Pancur,2020,2,2020Q2,0.6007096492244798,Sentinel-2,0.8500000238418579,VIIRS,0.951631729753881,True,True,True
Lasem,2020,2,2020Q2,0.4762559009073174,Sentinel-2,0.9685051631918036,VIIRS,1.084306138672833,True,True,True
Kragan,2020,2,2020Q2,0.5103935675485286,Sentinel-2,0.7790106178080353,VIIRS,0.8721543540323764,True,True,True
Sluke,2020,2,2020Q2,0.5643380456089993,Sentinel-2,0.9341486952566346,VIIRS,1.045841780917166,True,True,True
Pamotan,2020,2,2020Q2,0.5678138190836751,Sentinel-2,0.7805113773095687,VIIRS,0.8738345544092349,True,True,True
Sulang,2020,2,2020Q2,0.5772462737388239,Sentinel-2,0.8322464846647705,VIIRS,0.9317554583156954,True,True,True
Sarang,2020,2,2020Q2,0.4884930079569818,Sentinel-2,0.6424322434964362,VIIRS,0.7192457529176766,True,True,True
Sedan,2020,2,2020Q2,0.5308087078987864,Sentinel-2,0.6982257962226865,VIIRS,0.7817103571538221,True,True,True
Kaliori,2020,2,2020Q2,0.3971809954543004,Sentinel-2,1.2983387374191833,VIIRS,1.4535768280479,True,True,True
Gunem,2020,2,2020Q2,0.5628986696779846,Sentinel-2,0.5940797179165151,VIIRS,0.6651118749589273,True,True,True
Sale,2020,2,2020Q2,0.6089905289380602,Sentinel-2,0.5468612428369194,VIIRS,0.6122476421872158,True,True,True
Sumber,2020,2,2020Q2,0.5496885032797951,Sentinel-2,0.9808444897140652,VIIRS,1.098120837864609,True,True,True
Bulu,2020,2,2020Q2,0.6442986237039952,Sentinel-2,0.5290099315715402,VIIRS,0.5922619083738621,True,True,True
Rembang,2020,3,2020Q3,0.270095712098458,Sentinel-2,2.7981337065967904,VIIRS,2.5768783312882184,True,True,True
Pancur,2020,3,2020Q3,0.4818657004829382,Sentinel-2,1.0763669271795857,VIIRS,0.991255923412541,True,True,True
Lasem,2020,3,2020Q3,0.4291728221516345,Sentinel-2,1.1435124728825847,VIIRS,1.0530921042057109,True,True,True
Kragan,2020,3,2020Q3,0.5024586654004914,Sentinel-2,0.8480037352932033,VIIRS,0.7809499757558984,True,True,True
Sluke,2020,3,2020Q3,0.5593360836498308,Sentinel-2,1.06818180734461,VIIRS,0.9837180213130025,True,True,True
Pamotan,2020,3,2020Q3,0.3915971502629599,Sentinel-2,0.950152659689197,VIIRS,0.8750217312334381,True,True,True
Sulang,2020,3,2020Q3,0.3768389084140134,Sentinel-2,0.9841653134043776,VIIRS,0.9063449200223176,True,True,True
Sarang,2020,3,2020Q3,0.4177251862134185,Sentinel-2,0.6557321117358489,VIIRS,0.6038817465649667,True,True,True
Sedan,2020,3,2020Q3,0.4603314130848446,Sentinel-2,0.8044541323668555,VIIRS,0.7408439479944157,True,True,True
Kaliori,2020,3,2020Q3,0.2277085571549509,Sentinel-2,1.6546079784358314,VIIRS,1.5237740199318852,True,True,True
Gunem,2020,3,2020Q3,0.4103123257130464,Sentinel-2,0.876086061623257,VIIRS,0.8068117628611662,True,True,True
Sale,2020,3,2020Q3,0.4630006205841483,Sentinel-2,0.5796024301730166,VIIRS,0.5337718278271186,True,True,True
Sumber,2020,3,2020Q3,0.3918322667835119,Sentinel-2,1.168388116516565,VIIRS,1.0760007689725617,True,True,True
Bulu,2020,3,2020Q3,0.4530006875927101,Sentinel-2,0.594677547930251,VIIRS,0.5476549186167587,True,True,True
Rembang,2020,4,2020Q4,,no_data,2.0614821960632383,VIIRS,2.285686347595504,True,False,True
Pancur,2020,4,2020Q4,,no_data,0.9434447617724884,VIIRS,1.046052600314438,True,False,True
Lasem,2020,4,2020Q4,,no_data,1.0356783821984572,VIIRS,1.1483174306387238,True,False,True
Kragan,2020,4,2020Q4,,no_data,0.7978745784078328,VIIRS,0.8846503910841236,True,False,True
Sluke,2020,4,2020Q4,,no_data,0.8137197236138949,VIIRS,0.9022188338979044,True,False,True
Pamotan,2020,4,2020Q4,,no_data,0.7980550727675461,VIIRS,0.884850515778192,True,False,True
Sulang,2020,4,2020Q4,,no_data,0.8344923091944852,VIIRS,0.92525061916216,True,False,True
Sarang,2020,4,2020Q4,,no_data,0.6556102892771467,VIIRS,0.7269136208916084,True,False,True
Sedan,2020,4,2020Q4,,no_data,0.6993847826297936,VIIRS,0.7754489718250908,True,False,True
Kaliori,2020,4,2020Q4,,no_data,1.1400619924001252,VIIRS,1.264053667995665,True,False,True
Gunem,2020,4,2020Q4,,no_data,0.690884489226044,VIIRS,0.7660241974464375,True,False,True
Sale,2020,4,2020Q4,,no_data,0.5489699414628431,VIIRS,0.6086752060425904,True,False,True
Sumber,2020,4,2020Q4,,no_data,1.0833333730697632,VIIRS,1.2011553170087068,True,False,True
Bulu,2020,4,2020Q4,,no_data,0.523740894436359,VIIRS,0.5807022803188551,True,False,True
Rembang,2021,1,2021Q1,0.4336364354548566,Sentinel-2,,VIIRS,,False,True,False
Pancur,2021,1,2021Q1,0.5960560788428771,Sentinel-2,,VIIRS,,False,True,False
Lasem,2021,1,2021Q1,0.5151081855036438,Sentinel-2,,VIIRS,,False,True,False
Kragan,2021,1,2021Q1,0.530845818231728,Sentinel-2,,VIIRS,,False,True,False
Sluke,2021,1,2021Q1,0.4172680197998074,Sentinel-2,,VIIRS,,False,True,False
Pamotan,2021,1,2021Q1,0.5721914589785582,Sentinel-2,,VIIRS,,False,True,False
Sulang,2021,1,2021Q1,0.6169073271785744,Sentinel-2,,VIIRS,,False,True,False
Sarang,2021,1,2021Q1,0.530499755729353,Sentinel-2,,VIIRS,,False,True,False
Sedan,2021,1,2021Q1,0.6359201918081892,Sentinel-2,,VIIRS,,False,True,False
Kaliori,2021,1,2021Q1,0.3609844647196819,Sentinel-2,,VIIRS,,False,True,False
Gunem,2021,1,2021Q1,0.567274490281971,Sentinel-2,,VIIRS,,False,True,False
Sale,2021,1,2021Q1,0.6524798641708557,Sentinel-2,,VIIRS,,False,True,False
Sumber,2021,1,2021Q1,0.5576250002896771,Sentinel-2,,VIIRS,,False,True,False
Bulu,2021,1,2021Q1,0.689504936508574,Sentinel-2,,VIIRS,,False,True,False
Rembang,2021,2,2021Q2,0.3971769513668146,Sentinel-2,2.6673172958335787,VIIRS,2.318899904681984,True,True,True
Pancur,2021,2,2021Q2,0.645941582321705,Sentinel-2,1.1065460926843584,VIIRS,0.962003895397107,True,True,True
Lasem,2021,2,2021Q2,0.5257635170872272,Sentinel-2,1.2114286082131522,VIIRS,1.053186168928055,True,True,True
Kragan,2021,2,2021Q2,0.6038559557996613,Sentinel-2,0.9574657035724394,VIIRS,0.8323970800993624,True,True,True
Sluke,2021,2,2021Q2,0.5605415940623477,Sentinel-2,1.1011111338933308,VIIRS,0.9572788762019212,True,True,True
Pamotan,2021,2,2021Q2,0.5609978737890353,Sentinel-2,1.0109929965092586,VIIRS,0.8789323890717745,True,True,True
Sulang,2021,2,2021Q2,0.5815286544869666,Sentinel-2,1.0259999752044675,VIIRS,0.8919790864107987,True,True,True
Sarang,2021,2,2021Q2,0.5602526649493097,Sentinel-2,0.888360940719977,VIIRS,0.7723191027841189,True,True,True
Sedan,2021,2,2021Q2,0.6194141881163691,Sentinel-2,0.8903106019957838,VIIRS,0.7740140902360028,True,True,True
Kaliori,2021,2,2021Q2,0.3774357865245631,Sentinel-2,1.6978582931777175,VIIRS,1.476076146007556,True,True,True
Gunem,2021,2,2021Q2,0.5976043590287391,Sentinel-2,0.9373038499728336,VIIRS,0.8148688615918126,True,True,True
Sale,2021,2,2021Q2,0.6222654836705054,Sentinel-2,0.6693228232871427,VIIRS,0.5818927630193984,True,True,True
Sumber,2021,2,2021Q2,0.5465056745833095,Sentinel-2,1.2079586307222177,VIIRS,1.0501694560362125,True,True,True
Bulu,2021,2,2021Q2,0.6420455677024905,Sentinel-2,0.7315392371562226,VIIRS,0.6359821795338955,True,True,True
Rembang,2021,3,2021Q3,0.3176377492519517,Sentinel-2,2.9033334255218506,VIIRS,2.3996020594711323,True,True,True
Pancur,2021,3,2021Q3,0.5609692045874279,Sentinel-2,1.1682146027190994,VIIRS,0.9655281553082868,True,True,True
Lasem,2021,3,2021Q3,0.4963366896622466,Sentinel-2,1.341603595323711,VIIRS,1.1088339775353249,True,True,True
Kragan,2021,3,2021Q3,0.5396596827525982,Sentinel-2,0.909769957396386,VIIRS,0.7519239244872263,True,True,True
Sluke,2021,3,2021Q3,0.6032691365995063,Sentinel-2,1.1885900811800445,VIIRS,0.9823684670850182,True,True,True
Pamotan,2021,3,2021Q3,0.4814215672757946,Sentinel-2,1.0487505276924871,VIIRS,0.8667912214285185,True,True,True
Sulang,2021,3,2021Q3,0.4794722654324884,Sentinel-2,1.0900000333786013,VIIRS,0.9008838950175928,True,True,True
Sarang,2021,3,2021Q3,0.4240347595536641,Sentinel-2,0.8280204467735998,VIIRS,0.684358038899719,True,True,True
Sedan,2021,3,2021Q3,0.5165563631870727,Sentinel-2,0.9482089005307424,VIIRS,0.7836936710476016,True,True,True
Kaliori,2021,3,2021Q3,0.3079246530365052,Sentinel-2,1.850000023841858,VIIRS,1.5290230974537982,True,True,True
Gunem,2021,3,2021Q3,0.4546072299586337,Sentinel-2,0.9360935065775948,VIIRS,0.773680310533884,True,True,True
Sale,2021,3,2021Q3,0.5187003457502909,Sentinel-2,0.6710164615856343,VIIRS,0.5545944082776179,True,True,True
Sumber,2021,3,2021Q3,0.5040395638025266,Sentinel-2,1.345787820619755,VIIRS,1.1122922353948654,True,True,True
Bulu,2021,3,2021Q3,0.5530429338391823,Sentinel-2,0.7095308836066772,VIIRS,0.5864265380594128,True,True,True
Rembang,2021,4,2021Q4,0.2613897051006681,Sentinel-2,2.090009727702641,VIIRS,2.415807426113636,True,True,True
Pancur,2021,4,2021Q4,0.4760448562863705,Sentinel-2,1.0700000524520872,VIIRS,1.2367952351576346,True,True,True
Lasem,2021,4,2021Q4,0.3609141472718691,Sentinel-2,0.901947795985693,VIIRS,1.0425464315442046,True,True,True
Kragan,2021,4,2021Q4,0.4897090471935791,Sentinel-2,0.8557393532199671,VIIRS,0.9891348623524704,True,True,True
Sluke,2021,4,2021Q4,0.5323882749197484,Sentinel-2,0.6982313522336415,VIIRS,0.8070739879883407,True,True,True
Pamotan,2021,4,2021Q4,0.375035257662639,Sentinel-2,0.7692482022840356,VIIRS,0.8891611818692631,True,True,True
Sulang,2021,4,2021Q4,0.3530969155746965,Sentinel-2,0.0,VIIRS,0.0,True,True,True
Sarang,2021,4,2021Q4,0.391717036820974,Sentinel-2,0.6650000214576721,VIIRS,0.7686624463557233,True,True,True
Sedan,2021,4,2021Q4,0.4545718142781915,Sentinel-2,0.7684727504908001,VIIRS,0.8882648500599607,True,True,True
Kaliori,2021,4,2021Q4,0.2013452734651571,Sentinel-2,1.521602945741217,VIIRS,1.7587954961140777,True,True,True
Gunem,2021,4,2021Q4,0.4154594280736242,Sentinel-2,0.5954517701149252,VIIRS,0.6882727812551166,True,True,True
Sale,2021,4,2021Q4,0.5189487710242587,Sentinel-2,0.5467469298523638,VIIRS,0.6319756677850712,True,True,True
Sumber,2021,4,2021Q4,0.3810638867286682,Sentinel-2,1.1158493335313129,VIIRS,1.289791655339332,True,True,True
Bulu,2021,4,2021Q4,0.4585188059848574,Sentinel-2,0.5136487023985904,VIIRS,0.5937179780651695,True,True,True
Rembang,2022,1,2022Q1,0.4129836199758474,Sentinel-2,2.2799999713897705,VIIRS,3.891105112482115,True,True,True
Pancur,2022,1,2022Q1,0.5864294453101975,Sentinel-2,0.6140350981762535,VIIRS,1.047927692867776,True,True,True
Lasem,2022,1,2022Q1,0.4447883324807801,Sentinel-2,1.0355327529985396,VIIRS,1.7672661578496436,True,True,True
Kragan,2022,1,2022Q1,0.5907465063469289,Sentinel-2,0.0,VIIRS,0.0,True,True,True
Sluke,2022,1,2022Q1,0.4991734075681981,Sentinel-2,0.9366184205285384,VIIRS,1.5984564781998798,True,True,True
Pamotan,2022,1,2022Q1,0.5733636057366821,Sentinel-2,0.6170000076293946,VIIRS,1.052987681673009,True,True,True
Sulang,2022,1,2022Q1,0.5431523955865579,Sentinel-2,0.7020984409826074,VIIRS,1.1982188015151145,True,True,True
Sarang,2022,1,2022Q1,0.5662497260872538,Sentinel-2,0.3254370276248993,VIIRS,0.5553989902948779,True,True,True
Sedan,2022,1,2022Q1,0.640412878561719,Sentinel-2,0.0,VIIRS,0.0,True,True,True
Kaliori,2022,1,2022Q1,0.4130854585373764,Sentinel-2,1.137999987602234,VIIRS,1.9421393093546877,True,True,True
Gunem,2022,1,2022Q1,0.4823939129647093,Sentinel-2,0.0,VIIRS,0.0,True,True,True
Sale,2022,1,2022Q1,0.6288921555554309,Sentinel-2,0.0,VIIRS,0.0,True,True,True
Sumber,2022,1,2022Q1,0.5576126315842348,Sentinel-2,0.5546032294879949,VIIRS,0.9464997757628968,True,True,True
Bulu,2022,1,2022Q1,0.5622076987688237,Sentinel-2,0.0,VIIRS,0.0,True,True,True
Rembang,2022,2,2022Q2,0.4529654681301053,Sentinel-2,2.836290403536939,VIIRS,2.2319121446207646,True,True,True
Pancur,2022,2,2022Q2,0.6522992237850124,Sentinel-2,1.334036736313356,VIIRS,1.0497700762358662,True,True,True
Lasem,2022,2,2022Q2,0.5509663729694921,Sentinel-2,1.4169889992855964,VIIRS,1.1150462422168392,True,True,True
Kragan,2022,2,2022Q2,0.4929529495526781,Sentinel-2,1.0911030802221533,VIIRS,0.8586025650773008,True,True,True
Sluke,2022,2,2022Q2,0.5387059082887663,Sentinel-2,1.189386880325134,VIIRS,0.9359433080406352,True,True,True
Pamotan,2022,2,2022Q2,0.590278661966415,Sentinel-2,1.200075441717366,VIIRS,0.9443542697496684,True,True,True
Sulang,2022,2,2022Q2,0.5799164634683666,Sentinel-2,1.1724258307819415,VIIRS,0.9225964475027444,True,True,True
Sarang,2022,2,2022Q2,0.5505859877847529,Sentinel-2,1.017572325611492,VIIRS,0.8007403010390315,True,True,True
Sedan,2022,2,2022Q2,0.517862463304242,Sentinel-2,1.0521805294530762,VIIRS,0.8279739264679433,True,True,True
Kaliori,2022,2,2022Q2,0.3361520757595816,Sentinel-2,1.774461380945664,VIIRS,1.3963456990702965,True,True,True
Gunem,2022,2,2022Q2,0.5544009076100168,Sentinel-2,0.9262053783534236,VIIRS,0.7288425154850874,True,True,True
Sale,2022,2,2022Q2,0.5530339971706367,Sentinel-2,0.7266603996168893,VIIRS,0.5718180934143512,True,True,True
Sumber,2022,2,2022Q2,0.5563170907036413,Sentinel-2,1.276653517888287,VIIRS,1.0046145089707423,True,True,True
Bulu,2022,2,2022Q2,0.6245624509163541,Sentinel-2,0.7770113760392772,VIIRS,0.6114399021087293,True,True,True
Rembang,2022,3,2022Q3,0.4706528772355643,Sentinel-2,3.083189335706175,VIIRS,2.523300667524933,True,True,True
Pancur,2022,3,2022Q3,0.628217186151199,Sentinel-2,1.1472442969679832,VIIRS,0.938911622075408,True,True,True
Lasem,2022,3,2022Q3,0.5708724015626356,Sentinel-2,1.3172855113964377,VIIRS,1.0780743730959503,True,True,True
Kragan,2022,3,2022Q3,0.6267114436449644,Sentinel-2,1.0254304842221535,VIIRS,0.8392184662073437,True,True,True
Sluke,2022,3,2022Q3,0.6752441801010693,Sentinel-2,1.1875,VIIRS,0.9718571311805464,True,True,True
Pamotan,2022,3,2022Q3,0.586027571280872,Sentinel-2,1.1133333444595337,VIIRS,0.9111586949002826,True,True,True
Sulang,2022,3,2022Q3,0.5667589846568793,Sentinel-2,1.1439260789483578,VIIRS,0.9361959725215684,True,True,True
Sarang,2022,3,2022Q3,0.5500064567539763,Sentinel-2,0.8408775055476793,VIIRS,0.6881792001817445,True,True,True
Sedan,2022,3,2022Q3,0.6175011896866562,Sentinel-2,0.9533867712507194,VIIRS,0.7802574588742804,True,True,True
Kaliori,2022,3,2022Q3,0.3876145763712581,Sentinel-2,1.8947709996001167,VIIRS,1.5506919645603925,True,True,True
Gunem,2022,3,2022Q3,0.5737438727089417,Sentinel-2,0.799665822943703,VIIRS,0.6544513116540615,True,True,True
Sale,2022,3,2022Q3,0.6043240756528724,Sentinel-2,0.6710633782849857,VIIRS,0.5492022986613659,True,True,True
Sumber,2022,3,2022Q3,0.5401578326625551,Sentinel-2,1.2252200850444783,VIIRS,1.0027274752977784,True,True,True
Bulu,2022,3,2022Q3,0.5967832311864846,Sentinel-2,0.7035302277875526,VIIRS,0.5757733632643429,True,True,True
Rembang,2022,4,2022Q4,0.5276532607540642,Sentinel-2,,VIIRS,,False,True,False
Pancur,2022,4,2022Q4,0.6748674899345039,Sentinel-2,,VIIRS,,False,True,False
Lasem,2022,4,2022Q4,0.6090183116557643,Sentinel-2,,VIIRS,,False,True,False
Kragan,2022,4,2022Q4,0.6504133801473814,Sentinel-2,,VIIRS,,False,True,False
Sluke,2022,4,2022Q4,0.6056911507795889,Sentinel-2,,VIIRS,,False,True,False
Pamotan,2022,4,2022Q4,0.6277839381784528,Sentinel-2,,VIIRS,,False,True,False
Sulang,2022,4,2022Q4,0.6364661645626043,Sentinel-2,,VIIRS,,False,True,False
Sarang,2022,4,2022Q4,0.5845376023152759,Sentinel-2,,VIIRS,,False,True,False
Sedan,2022,4,2022Q4,0.6789145178684866,Sentinel-2,,VIIRS,,False,True,False
Kaliori,2022,4,2022Q4,0.3890264453114755,Sentinel-2,,VIIRS,,False,True,False
Gunem,2022,4,2022Q4,0.646588194856179,Sentinel-2,,VIIRS,,False,True,False
Sale,2022,4,2022Q4,0.6290488333497682,Sentinel-2,,VIIRS,,False,True,False
Sumber,2022,4,2022Q4,0.594392695949,Sentinel-2,,VIIRS,,False,True,False
Bulu,2022,4,2022Q4,0.6970988203898096,Sentinel-2,,VIIRS,,False,True,False
Rembang,2023,1,2023Q1,0.370581941973554,Sentinel-2,,VIIRS,,False,True,False
Pancur,2023,1,2023Q1,0.1870862640312287,Sentinel-2,,VIIRS,,False,True,False
Lasem,2023,1,2023Q1,0.2323125302921824,Sentinel-2,,VIIRS,,False,True,False
Kragan,2023,1,2023Q1,0.4794405702737375,Sentinel-2,,VIIRS,,False,True,False
Sluke,2023,1,2023Q1,0.3878881480147322,Sentinel-2,,VIIRS,,False,True,False
Pamotan,2023,1,2023Q1,0.2911687108592216,Sentinel-2,,VIIRS,,False,True,False
