kecamatan,tahun,triwulan,periode,ndvi_mean,ndvi_source,ntl_median,ntl_source,ntl_relative,ntl_valid,ndvi_recommended,ntl_recommended
Bulu,2014,3,2014Q3,0.6138944334985981,Landsat-8,0.1991115379787783,VIIRS,0.4431095107061521,True,False,True
Rembang,2014,4,2014Q4,0.3056614498583113,Landsat-8,1.1723082263357685,VIIRS,4.484698087479373,True,False,True
Pancur,2014,4,2014Q4,0.5157934701792433,Landsat-8,0.208760529756546,VIIRS,0.7986192773437142,True,False,True
Lasem,2014,4,2014Q4,0.462521763671549,Landsat-8,0.3606506862076632,VIIRS,1.3796793422998448,True,False,True
Kragan,2014,4,2014Q4,0.4592589093654398,Landsat-8,0.0005933935657148,VIIRS,0.0022700437730456,True,False,True
Sluke,2014,4,2014Q4,0.4825530276898457,Landsat-8,0.4479793440063354,VIIRS,1.7137575785636865,True,False,True
Pamotan,2014,4,2014Q4,0.4111223043559908,Landsat-8,0.2578472905007293,VIIRS,0.9864020609876334,True,False,True
Sulang,2014,4,2014Q4,0.3558732721568711,Landsat-8,0.2921160566018632,VIIRS,1.1174981894131757,True,False,True
Sarang,2014,4,2014Q4,0.341437981853531,Landsat-8,0.0008341540343513,VIIRS,0.0031910797164765,True,False,True
Sedan,2014,4,2014Q4,0.4264241428218548,Landsat-8,0.0119386153504708,VIIRS,0.0456715087607629,True,False,True
Kaliori,2014,4,2014Q4,0.2413774713520121,Landsat-8,0.5791039029445698,VIIRS,2.215378266264506,True,False,True
Gunem,2014,4,2014Q4,0.3985451637403923,Landsat-8,0.0779674255391747,VIIRS,0.2982665789987204,True,False,True
Sale,2014,4,2014Q4,0.412174137160315,Landsat-8,0.0003017553420628,VIIRS,0.0011543735470198,True,False,True
Sumber,2014,4,2014Q4,0.3397538783206515,Landsat-8,0.2491759955883026,VIIRS,0.953229778446138,True,False,True
Bulu,2014,4,2014Q4,0.4139013773074204,Landsat-8,4.805464763052913e-05,VIIRS,0.0001838344059025,True,False,True
Rembang,2015,1,2015Q1,,no_data,1.301563045907258,VIIRS,3.373386708137672,True,False,True
Pancur,2015,1,2015Q1,,no_data,0.5382934048478634,VIIRS,1.3951470293367114,True,False,True
Lasem,2015,1,2015Q1,,no_data,0.7036639121026624,VIIRS,1.8237537517275324,True,False,True
Kragan,2015,1,2015Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Sluke,2015,1,2015Q1,,no_data,0.288951293534932,VIIRS,0.7489029870469918,True,False,True
Pamotan,2015,1,2015Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Sulang,2015,1,2015Q1,,no_data,0.3206678595807817,VIIRS,0.8311058758454062,True,False,True
Sarang,2015,1,2015Q1,,no_data,1.819033842424074e-05,VIIRS,4.714565771501786e-05,True,False,True
Sedan,2015,1,2015Q1,,no_data,0.3081392406151562,VIIRS,0.7986342435085318,True,False,True
Kaliori,2015,1,2015Q1,,no_data,0.5715320745452505,VIIRS,1.481294901240362,True,False,True
Gunem,2015,1,2015Q1,,no_data,0.2962836134885821,VIIRS,0.7679068691480039,True,False,True
Sale,2015,1,2015Q1,,no_data,0.3245771145526038,VIIRS,0.8412378696832257,True,False,True
Sumber,2015,1,2015Q1,,no_data,0.4181930728923486,VIIRS,1.0838713944486231,True,False,True
Bulu,2015,1,2015Q1,,no_data,0.3297755758870732,VIIRS,0.8547112242192272,True,False,True
Rembang,2015,2,2015Q2,0.529695426246181,Landsat-8,1.4315468788146972,VIIRS,3.191779924745494,True,False,True
Pancur,2015,2,2015Q2,0.7260343547355637,Landsat-8,0.4414506273331072,VIIRS,0.9842592449747516,True,False,True
Lasem,2015,2,2015Q2,0.5888858435646673,Landsat-8,0.4662170529692589,VIIRS,1.0394785195392162,True,False,True
Kragan,2015,2,2015Q2,0.6223711115228683,Landsat-8,0.3596072878076843,VIIRS,0.8017811634412527,True,False,True
Sluke,2015,2,2015Q2,0.6373156247664152,Landsat-8,0.6244100001675025,VIIRS,1.3921858465404406,True,False,True
Pamotan,2015,2,2015Q2,0.6932734690304592,Landsat-8,0.3811235115133973,VIIRS,0.8497537809618817,True,False,True
Sulang,2015,2,2015Q2,0.6502758865801024,Landsat-8,0.3516849713362548,VIIRS,0.7841175500135695,True,False,True
Sarang,2015,2,2015Q2,0.6033709273414409,Landsat-8,0.2658463818366723,VIIRS,0.5927316507546594,True,False,True
Sedan,2015,2,2015Q2,0.6833072867624775,Landsat-8,0.2596509547399676,VIIRS,0.5789183135003045,True,False,True
Kaliori,2015,2,2015Q2,0.4646110373941597,Landsat-8,0.7179053131393766,VIIRS,1.600643192518876,True,False,True
Gunem,2015,2,2015Q2,0.676343424943661,Landsat-8,0.1802310084519095,VIIRS,0.4018434346137141,True,False,True
Sale,2015,2,2015Q2,0.7367768306134331,Landsat-8,0.1711591874761541,VIIRS,0.3816168835312405,True,False,True
Sumber,2015,2,2015Q2,0.6636526280958588,Landsat-8,0.4153626444611218,VIIRS,0.9260934236243176,True,False,True
Bulu,2015,2,2015Q2,0.7176843353631019,Landsat-8,0.2129514820664158,VIIRS,0.4747970712402826,True,False,True
Rembang,2015,3,2015Q3,0.3237604467905649,Landsat-8,1.584044550829907,VIIRS,2.7618738979244664,True,False,True
Pancur,2015,3,2015Q3,0.5214578800466111,Landsat-8,0.535348764499702,VIIRS,0.9334117390721076,True,False,True
Lasem,2015,3,2015Q3,0.4378013924520956,Landsat-8,0.6518319663389923,VIIRS,1.1365069831661283,True,False,True
Kragan,2015,3,2015Q3,0.4614592269446361,Landsat-8,0.4210199200562845,VIIRS,0.7340727425251301,True,False,True
Sluke,2015,3,2015Q3,0.5101910782564422,Landsat-8,0.8614174801370372,VIIRS,1.5019315286049797,True,False,True
Pamotan,2015,3,2015Q3,0.4086434623558689,Landsat-8,0.4821811288087926,VIIRS,0.8407108708091875,True,False,True
Sulang,2015,3,2015Q3,0.4068037698180082,Landsat-8,0.4931138052015889,VIIRS,0.8597726286037517,True,False,True
Sarang,2015,3,2015Q3,0.3576433984965438,Landsat-8,0.3588099673639632,VIIRS,0.6256060681238194,True,False,True
Sedan,2015,3,2015Q3,0.4249927902694411,Landsat-8,0.3654668456784355,VIIRS,0.6372127230305693,True,False,True
Kaliori,2015,3,2015Q3,0.2670231738952516,Landsat-8,0.8453889754933438,VIIRS,1.473984897574315,True,False,True
Gunem,2015,3,2015Q3,0.4234099320599137,Landsat-8,0.3413515780526299,VIIRS,0.5951663499268073,True,False,True
Sale,2015,3,2015Q3,0.444863881427362,Landsat-8,0.2643966610506806,VIIRS,0.4609909717953813,True,False,True
Sumber,2015,3,2015Q3,0.3849618744279137,Landsat-8,0.5428928881883621,VIIRS,0.946565357944448,True,False,True
Bulu,2015,3,2015Q3,0.465007686750562,Landsat-8,0.2822924036420107,VIIRS,0.492193240898908,True,False,True
Rembang,2015,4,2015Q4,0.2425487346951202,Landsat-8,1.523287872473399,VIIRS,2.568622735202585,True,False,True
Pancur,2015,4,2015Q4,0.3498309786466654,Landsat-8,0.586924178643584,VIIRS,0.9896926354807174,True,False,True
Lasem,2015,4,2015Q4,0.2903946820082485,Landsat-8,0.7346095927691054,VIIRS,1.2387250864281976,True,False,True
Kragan,2015,4,2015Q4,0.3536047254799366,Landsat-8,0.4890716929351333,VIIRS,0.8246902586951032,True,False,True
Sluke,2015,4,2015Q4,0.3500774598620261,Landsat-8,0.7048768073209599,VIIRS,1.1885885954450457,True,False,True
Pamotan,2015,4,2015Q4,0.3341218971271478,Landsat-8,0.5520507005544809,VIIRS,0.930887723885241,True,False,True
Sulang,2015,4,2015Q4,0.3137158171767016,Landsat-8,0.523676509112981,VIIRS,0.8830421429240495,True,False,True
Sarang,2015,4,2015Q4,0.3110519279810058,Landsat-8,0.3583515562442703,VIIRS,0.6042652680413396,True,False,True
Sedan,2015,4,2015Q4,0.3396235732996528,Landsat-8,0.3979936693374064,VIIRS,0.6711112232954601,True,False,True
Kaliori,2015,4,2015Q4,0.216251837547426,Landsat-8,0.8585770051387546,VIIRS,1.4477633907375989,True,False,True
Gunem,2015,4,2015Q4,0.320224836300566,Landsat-8,0.4121109436887086,VIIRS,0.6949162784745366,True,False,True
Sale,2015,4,2015Q4,0.4009320983568415,Landsat-8,0.2990140348512927,VIIRS,0.5042082077477453,True,False,True
Sumber,2015,4,2015Q4,0.3023311222816384,Landsat-8,0.5337005755581414,VIIRS,0.8999450838818953,True,False,True
Bulu,2015,4,2015Q4,0.3656026843403597,Landsat-8,0.3282704166370926,VIIRS,0.5535413697604854,True,False,True
Rembang,2016,1,2016Q1,0.6078479165612396,Landsat-8,0.9692227596361715,VIIRS,2.920247741058217,True,False,True
Pancur,2016,1,2016Q1,0.7800313822921413,Landsat-8,0.3233876360244438,VIIRS,0.974360129492872,True,False,True
Lasem,2016,1,2016Q1,0.6734826514124846,Landsat-8,0.3871974816100912,VIIRS,1.1666178489656476,True,False,True
Kragan,2016,1,2016Q1,0.7281145802487482,Landsat-8,0.229415913414173,VIIRS,0.6912253104353777,True,False,True
Sluke,2016,1,2016Q1,0.7479525843782077,Landsat-8,0.4348048039415083,VIIRS,1.3100577074645736,True,False,True
Pamotan,2016,1,2016Q1,0.7741855160638178,Landsat-8,0.2727849661980864,VIIRS,0.8218953521413722,True,False,True
Sulang,2016,1,2016Q1,0.7205207876054905,Landsat-8,0.3232002007987415,VIIRS,0.973795391109451,True,False,True
Sarang,2016,1,2016Q1,0.6912463533823052,Landsat-8,0.1465052376906274,VIIRS,0.4414171924520757,True,False,True
Sedan,2016,1,2016Q1,0.769097556066538,Landsat-8,0.1927284442379238,VIIRS,0.580686739274191,True,False,True
Kaliori,2016,1,2016Q1,0.5343053235072797,Landsat-8,0.5936340265241626,VIIRS,1.788606806574812,True,False,True
Gunem,2016,1,2016Q1,0.7734993999922504,Landsat-8,0.1998746265815556,VIIRS,0.602218036015525,True,False,True
Sale,2016,1,2016Q1,0.7946868637647921,Landsat-8,0.1334593124525081,VIIRS,0.4021100947515086,True,False,True
Sumber,2016,1,2016Q1,0.7440593420826138,Landsat-8,0.2611534532518068,VIIRS,0.7868498488566443,True,False,True
Bulu,2016,1,2016Q1,0.7645479964458618,Landsat-8,0.1791953466012827,VIIRS,0.5399118014077334,True,False,True
Rembang,2016,2,2016Q2,0.541529626443713,Landsat-8,1.3263459626225422,VIIRS,2.676873628665686,True,False,True
Pancur,2016,2,2016Q2,0.592479989451648,Landsat-8,0.5105361799057971,VIIRS,1.0303803645372678,True,False,True
Lasem,2016,2,2016Q2,0.4536920209925134,Landsat-8,0.5330405287699814,VIIRS,1.0757993575469909,True,False,True
Kragan,2016,2,2016Q2,0.4897571694107686,Landsat-8,0.3886499072496707,VIIRS,0.7843856104050891,True,False,True
Sluke,2016,2,2016Q2,0.4646726151529712,Landsat-8,0.6201472540042784,VIIRS,1.2516009223197824,True,False,True
Pamotan,2016,2,2016Q2,0.6326712181947194,Landsat-8,0.4474038985889236,VIIRS,0.9029647853919224,True,False,True
Sulang,2016,2,2016Q2,0.6158938009745798,Landsat-8,0.3839369366112539,VIIRS,0.7748737430867702,True,False,True
Sarang,2016,2,2016Q2,0.6208274727381745,Landsat-8,0.3421873423467279,VIIRS,0.6906133833890442,True,False,True
Sedan,2016,2,2016Q2,0.5825447116457027,Landsat-8,0.3512578098274723,VIIRS,0.7089196894985493,True,False,True
Kaliori,2016,2,2016Q2,0.4476751788633055,Landsat-8,0.779395406879387,VIIRS,1.5730006120373998,True,False,True
Gunem,2016,2,2016Q2,0.6568875835696163,Landsat-8,0.3003061178773977,VIIRS,0.6060873634232543,True,False,True
Sale,2016,2,2016Q2,0.6308071241834692,Landsat-8,0.2307541697556404,VIIRS,0.4657154084460442,True,False,True
Sumber,2016,2,2016Q2,0.5648680922552337,Landsat-8,0.4479552326965809,VIIRS,0.9040775054325167,True,False,True
Bulu,2016,2,2016Q2,0.6450839069560871,Landsat-8,0.2748483200936928,VIIRS,0.5547076258196824,True,False,True
Rembang,2016,3,2016Q3,0.4824729863669905,Landsat-8,1.4366052892893502,VIIRS,2.8549452826038944,True,False,True
Pancur,2016,3,2016Q3,0.6113638946007723,Landsat-8,0.4772693827622373,VIIRS,0.9484706641462752,True,False,True
Lasem,2016,3,2016Q3,0.5894175731278698,Landsat-8,0.6018757983206129,VIIRS,1.1960992235932073,True,False,True
Kragan,2016,3,2016Q3,0.5424765669695584,Landsat-8,0.3895739677857106,VIIRS,0.7741948117880572,True,False,True
Sluke,2016,3,2016Q3,0.6477982878229948,Landsat-8,0.6282656975051853,VIIRS,1.248543495340708,True,False,True
Pamotan,2016,3,2016Q3,0.5316574104730788,Landsat-8,0.4524616907573772,VIIRS,0.8991706902497565,True,False,True
Sulang,2016,3,2016Q3,0.5756304735746313,Landsat-8,0.414461433094735,VIIRS,0.8236533180386607,True,False,True
Sarang,2016,3,2016Q3,0.5522838989747613,Landsat-8,0.2946224445044795,VIIRS,0.5854989984781249,True,False,True
Sedan,2016,3,2016Q3,0.5467071699126362,Landsat-8,0.3342520430943413,VIIRS,0.6642543367670293,True,False,True
Kaliori,2016,3,2016Q3,0.4168878441390156,Landsat-8,0.7775427259521981,VIIRS,1.5451996133038717,True,False,True
Gunem,2016,3,2016Q3,0.4127106581545208,Landsat-8,0.2980588867383843,VIIRS,0.592328191310542,True,False,True
Sale,2016,3,2016Q3,0.4819006957907958,Landsat-8,0.2019853589030134,VIIRS,0.4014026342896659,True,False,True
Sumber,2016,3,2016Q3,0.5867407669076581,Landsat-8,0.4604390174656663,VIIRS,0.9150239182890924,True,False,True
Bulu,2016,3,2016Q3,0.586216439534432,Landsat-8,0.2773706849512449,VIIRS,0.5512148218011146,True,False,True
Rembang,2016,4,2016Q4,0.4654523101707594,Landsat-8,0.6895919597547735,VIIRS,2.379968737387115,True,False,True
Pancur,2016,4,2016Q4,0.6614043947341881,Landsat-8,0.3055254223524328,VIIRS,1.0544510320775258,True,False,True
Lasem,2016,4,2016Q4,0.5435293752979178,Landsat-8,0.2643559946621143,VIIRS,0.9123641799136448,True,False,True
Kragan,2016,4,2016Q4,0.6395257081299696,Landsat-8,0.2342841890475429,VIIRS,0.8085782290668376,True,False,True
Sluke,2016,4,2016Q4,0.6727734894034193,Landsat-8,0.43941340401046,VIIRS,1.5165347413645065,True,False,True
Pamotan,2016,4,2016Q4,0.586231361843236,Landsat-8,0.2600245730153441,VIIRS,0.8974152699648965,True,False,True
Sulang,2016,4,2016Q4,0.5510868815096308,Landsat-8,0.2417980231446762,VIIRS,0.8345105068379561,True,False,True
Sarang,2016,4,2016Q4,0.607232052908756,Landsat-8,0.1987718985535892,VIIRS,0.6860156904915984,True,False,True
Sedan,2016,4,2016Q4,0.6719530007873148,Landsat-8,0.2422723177872769,VIIRS,0.8361474261867565,True,False,True
Kaliori,2016,4,2016Q4,0.2944587035623369,Landsat-8,0.4229506541192838,VIIRS,1.4597173299689972,True,False,True
Gunem,2016,4,2016Q4,0.5830941960759081,Landsat-8,0.1352444527763226,VIIRS,0.4667652587294362,True,False,True
Sale,2016,4,2016Q4,0.5591846385862109,Landsat-8,0.2001829999482798,VIIRS,0.6908857838230826,True,False,True
Sumber,2016,4,2016Q4,0.4967587829505424,Landsat-8,0.2691987633705139,VIIRS,0.9290778871507278,True,False,True
Bulu,2016,4,2016Q4,0.5257648296420131,Landsat-8,0.1528619241900483,VIIRS,0.5275679270369217,True,False,True
Rembang,2017,1,2017Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Pancur,2017,1,2017Q1,,no_data,0.5091502030260749,VIIRS,1.2442627344026391,True,False,True
Lasem,2017,1,2017Q1,,no_data,0.5401959475665192,VIIRS,1.320132414437866,True,False,True
Kragan,2017,1,2017Q1,,no_data,0.4233862898442136,VIIRS,1.0346726360495444,True,False,True
Sluke,2017,1,2017Q1,,no_data,0.2986187543522752,VIIRS,0.7297653730194888,True,False,True
Pamotan,2017,1,2017Q1,,no_data,0.5708043430927937,VIIRS,1.3949332996910715,True,False,True
Sulang,2017,1,2017Q1,,no_data,0.4579221224186742,VIIRS,1.119071403286743,True,False,True
Sarang,2017,1,2017Q1,,no_data,0.4195430430957452,VIIRS,1.0252804985627828,True,False,True
Sedan,2017,1,2017Q1,,no_data,0.5082671038279343,VIIRS,1.242104614035611,True,False,True
Kaliori,2017,1,2017Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Gunem,2017,1,2017Q1,,no_data,0.5633149379366652,VIIRS,1.3766306697731645,True,False,True
Sale,2017,1,2017Q1,,no_data,0.505361914465805,VIIRS,1.2350049038946815,True,False,True
Sumber,2017,1,2017Q1,,no_data,0.5032072578796318,VIIRS,1.2297393479159615,True,False,True
Bulu,2017,1,2017Q1,,no_data,0.4290043652513394,VIIRS,1.0484021049304446,True,False,True
Rembang,2017,2,2017Q2,0.5287945058196962,Sentinel-2,1.54969513517254,VIIRS,2.2709789861853613,True,True,True
Pancur,2017,2,2017Q2,0.7403529802069642,Sentinel-2,0.6636966178331516,VIIRS,0.972604893757746,True,True,True
Lasem,2017,2,2017Q2,0.6371367482421402,Sentinel-2,0.6554834338096975,VIIRS,0.9605689985009276,True,True,True
Kragan,2017,2,2017Q2,0.6961720209820597,Sentinel-2,0.5928754261477807,VIIRS,0.8688209723633125,True,True,True
Sluke,2017,2,2017Q2,0.7243340409561942,Sentinel-2,0.8675672212869512,VIIRS,1.2713642083070296,True,True,True
Pamotan,2017,2,2017Q2,0.6800688743783776,Sentinel-2,0.571344415402938,VIIRS,0.8372686548506006,True,True,True
Sulang,2017,2,2017Q2,0.6412287217709756,Sentinel-2,0.5560528432488675,VIIRS,0.8148598350514954,True,True,True
Sarang,2017,2,2017Q2,0.6586701218377833,Sentinel-2,0.5286865064589559,VIIRS,0.7747562208836409,True,True,True
Sedan,2017,2,2017Q2,0.728263578960591,Sentinel-2,0.5218777615196851,VIIRS,0.7647784411717248,True,True,True
Kaliori,2017,2,2017Q2,0.4347153230317593,Sentinel-2,0.9831063630569948,VIIRS,1.440679422045793,True,True,True
Gunem,2017,2,2017Q2,0.7025528495457692,Sentinel-2,0.6137528168355119,VIIRS,0.8994154515367537,True,True,True
Sale,2017,2,2017Q2,0.7415160019295807,Sentinel-2,0.4210281270048393,VIIRS,0.6169897596758709,True,True,True
Sumber,2017,2,2017Q2,0.5906601376116273,Sentinel-2,0.6042238642652351,VIIRS,0.8854513817295357,True,True,True
Bulu,2017,2,2017Q2,0.7093180740354816,Sentinel-2,0.4240804707240756,VIIRS,0.6214627739402079,True,True,True
Rembang,2017,3,2017Q3,0.399501406542919,Sentinel-2,1.802852671282532,VIIRS,2.6879899567670638,True,True,True
Pancur,2017,3,2017Q3,0.6003248699230594,Sentinel-2,0.6371895065064669,VIIRS,0.9500271549245918,True,True,True
Lasem,2017,3,2017Q3,0.5233407110787395,Sentinel-2,0.7100706771166152,VIIRS,1.0586904182949377,True,True,True
Kragan,2017,3,2017Q3,0.5506729524123457,Sentinel-2,0.52982596258382,VIIRS,0.7899518851125041,True,True,True
Sluke,2017,3,2017Q3,0.570968817646299,Sentinel-2,0.8672174678908454,VIIRS,1.292990759120241,True,True,True
Pamotan,2017,3,2017Q3,0.5136056160484036,Sentinel-2,0.5830466329203962,VIIRS,0.8693020337052665,True,True,True
Sulang,2017,3,2017Q3,0.5265707697485974,Sentinel-2,0.5533424909800699,VIIRS,0.8250142022691128,True,True,True
Sarang,2017,3,2017Q3,0.4406270514639971,Sentinel-2,0.4017774155351603,VIIRS,0.5990360027844399,True,True,True
Sedan,2017,3,2017Q3,0.5554459882305389,Sentinel-2,0.4613391743460128,VIIRS,0.6878404913825344,True,True,True
Kaliori,2017,3,2017Q3,0.3190764507856146,Sentinel-2,0.9751170099389638,VIIRS,1.453865183295335,True,True,True
Gunem,2017,3,2017Q3,0.5332294884604486,Sentinel-2,0.6271639181682288,VIIRS,0.935079355144206,True,True,True
Sale,2017,3,2017Q3,0.5542816719947748,Sentinel-2,0.3574381688808924,VIIRS,0.5329277446911684,True,True,True
Sumber,2017,3,2017Q3,0.4894535470119507,Sentinel-2,0.5708725151593627,VIIRS,0.8511508520832662,True,True,True
Bulu,2017,3,2017Q3,0.5973814544824122,Sentinel-2,0.312639135281242,VIIRS,0.466133960425333,True,True,True
Rembang,2017,4,2017Q4,,no_data,1.7699999809265137,VIIRS,2.188881039228106,True,False,True
Pancur,2017,4,2017Q4,,no_data,0.8048525287013867,VIIRS,0.9953256827308424,True,False,True
Lasem,2017,4,2017Q4,,no_data,0.8909035992909626,VIIRS,1.1017412527017565,True,False,True
Kragan,2017,4,2017Q4,,no_data,0.7000679196141928,VIIRS,0.8657431705808548,True,False,True
Sluke,2017,4,2017Q4,,no_data,0.9371481607194124,VIIRS,1.1589298655655642,True,False,True
Pamotan,2017,4,2017Q4,,no_data,0.7257573813392546,VIIRS,0.8975121967299565,True,False,True
Sulang,2017,4,2017Q4,,no_data,0.7273067292712985,VIIRS,0.8994282070961503,True,False,True
Sarang,2017,4,2017Q4,,no_data,0.5525340646911325,VIIRS,0.683294548453596,True,False,True
Sedan,2017,4,2017Q4,,no_data,0.6145575320826168,VIIRS,0.7599962395402464,True,False,True
Kaliori,2017,4,2017Q4,,no_data,1.1565175775444794,VIIRS,1.4302143640114722,True,False,True
Gunem,2017,4,2017Q4,,no_data,0.6104428224287914,VIIRS,0.7549077592915221,True,False,True
Sale,2017,4,2017Q4,,no_data,0.5170588072608499,VIIRS,0.6394238596470149,True,False,True
Sumber,2017,4,2017Q4,,no_data,0.7536303905340344,VIIRS,0.9319815198882244,True,False,True
Bulu,2017,4,2017Q4,,no_data,0.5600751644995929,VIIRS,0.6926202945346922,True,False,True
Rembang,2018,1,2018Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Pancur,2018,1,2018Q1,,no_data,0.7232745352913352,VIIRS,1.8784701638891783,True,False,True
Lasem,2018,1,2018Q1,,no_data,0.7283361836483603,VIIRS,1.8916161478203568,True,False,True
Kragan,2018,1,2018Q1,,no_data,0.5251417131228157,VIIRS,1.3638846548323615,True,False,True
Sluke,2018,1,2018Q1,,no_data,0.7760886624220911,VIIRS,2.0156376669687845,True,False,True
Pamotan,2018,1,2018Q1,,no_data,0.4768786049647138,VIIRS,1.2385369420789567,True,False,True
Sulang,2018,1,2018Q1,,no_data,0.3000000119209289,VIIRS,0.779152374461612,True,False,True
Sarang,2018,1,2018Q1,,no_data,0.3280059537658143,VIIRS,0.851888691862918,True,False,True
Sedan,2018,1,2018Q1,,no_data,0.4770061322914803,VIIRS,1.238868152797325,True,False,True
Kaliori,2018,1,2018Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Gunem,2018,1,2018Q1,,no_data,0.419959292987042,VIIRS,1.0907075576860878,True,False,True
Sale,2018,1,2018Q1,,no_data,0.3600000143051147,VIIRS,0.9349828493539344,True,False,True
Sumber,2018,1,2018Q1,,no_data,0.0,VIIRS,0.0,True,False,True
Bulu,2018,1,2018Q1,,no_data,0.2757823181395628,VIIRS,0.716254798248485,True,False,True
Rembang,2018,2,2018Q2,0.51477072481426,Sentinel-2,2.182776413723865,VIIRS,2.4936338318085203,True,True,True
Pancur,2018,2,2018Q2,0.7174962042878676,Sentinel-2,0.8199999928474426,VIIRS,0.9367792832059644,True,True,True
Lasem,2018,2,2018Q2,0.6306437431818295,Sentinel-2,0.90141406549415,VIIRS,1.0297878408670742,True,True,True
Kragan,2018,2,2018Q2,0.6419153351468216,Sentinel-2,0.7067455134362036,VIIRS,0.8073958064155402,True,True,True
Sluke,2018,2,2018Q2,0.7151566898681697,Sentinel-2,0.925,VIIRS,1.056732737224218,True,True,True
Pamotan,2018,2,2018Q2,0.6522525402563691,Sentinel-2,0.7584976444781668,VIIRS,0.866518153543281,True,True,True
Sulang,2018,2,2018Q2,0.6325466269204074,Sentinel-2,0.7976633982137579,VIIRS,0.9112616499221576,True,True,True
Sarang,2018,2,2018Q2,0.6082888062899781,Sentinel-2,0.5825166124212806,VIIRS,0.6654749992675878,True,True,True
Sedan,2018,2,2018Q2,0.67891527146381,Sentinel-2,0.63582095442986,VIIRS,0.7263706135774926,True,True,True
Kaliori,2018,2,2018Q2,0.5272616145106522,Sentinel-2,1.3548248033949783,VIIRS,1.5477705112982036,True,True,True
Gunem,2018,2,2018Q2,0.6909931704518469,Sentinel-2,0.6943835889672517,VIIRS,0.7932733736788542,True,True,True
Sale,2018,2,2018Q2,0.7142263747423901,Sentinel-2,0.5136202960614337,VIIRS,0.5867668987577427,True,True,True
Sumber,2018,2,2018Q2,0.650166646816046,Sentinel-2,0.8336341841203867,VIIRS,0.9523551710586096,True,True,True
Bulu,2018,2,2018Q2,0.6838367627266732,Sentinel-2,0.5478567799388698,VIIRS,0.6258791293747545,True,True,True
Rembang,2018,3,2018Q3,0.2802141135423453,Sentinel-2,2.2984189603035188,VIIRS,2.43771202972907,True,True,True
Pancur,2018,3,2018Q3,0.5246384873251961,Sentinel-2,0.8999999761581421,VIIRS,0.9545434520549108,True,True,True
Lasem,2018,3,2018Q3,0.4345541115347742,Sentinel-2,0.9640612983612268,VIIRS,1.022487137898064,True,True,True
Kragan,2018,3,2018Q3,0.4969266898684669,Sentinel-2,0.7144353526255139,VIIRS,0.7577328953677618,True,True,True
Sluke,2018,3,2018Q3,0.5051413787501674,Sentinel-2,1.0612611360464952,VIIRS,1.125577661299334,True,True,True
Pamotan,2018,3,2018Q3,0.4494386210919563,Sentinel-2,0.8199999928474426,VIIRS,0.8696951606586094,True,True,True
Sulang,2018,3,2018Q3,0.425396235579404,Sentinel-2,0.8314375607543454,VIIRS,0.88182588937215,True,True,True
Sarang,2018,3,2018Q3,0.4372720906944899,Sentinel-2,0.639149880573406,VIIRS,0.677884832827841,True,True,True
Sedan,2018,3,2018Q3,0.5532625901444683,Sentinel-2,0.6965998660868677,VIIRS,0.7388165094336728,True,True,True
Kaliori,2018,3,2018Q3,0.2554058540262928,Sentinel-2,1.3592778943356474,VIIRS,1.4416553865920243,True,True,True
Gunem,2018,3,2018Q3,0.4837919491339639,Sentinel-2,0.8110239966262212,VIIRS,0.860175184385709,True,True,True
Sale,2018,3,2018Q3,0.5548267176250877,Sentinel-2,0.6043385411050998,VIIRS,0.6409637916867313,True,True,True
Sumber,2018,3,2018Q3,0.4091994526329076,Sentinel-2,0.946666657924652,VIIRS,1.0040383150431351,True,True,True
Bulu,2018,3,2018Q3,0.5314687216945664,Sentinel-2,0.5533562282117159,VIIRS,0.5868917536509846,True,True,True
Rembang,2018,4,2018Q4,0.231749863937855,Sentinel-2,1.806418792794262,VIIRS,2.335839522867932,True,True,True
Pancur,2018,4,2018Q4,0.3987690031164689,Sentinel-2,0.8667349630678205,VIIRS,1.1207554918389704,True,True,True
Lasem,2018,4,2018Q4,0.3511199932490205,Sentinel-2,0.9536874494303338,VIIRS,1.2331917967907235,True,True,True
Kragan,2018,4,2018Q4,0.3905393326987716,Sentinel-2,0.5767438427487033,VIIRS,0.7457744947279137,True,True,True
Sluke,2018,4,2018Q4,0.3926194224010162,Sentinel-2,0.8629381804264575,VIIRS,1.1158459575776951,True,True,True
Pamotan,2018,4,2018Q4,0.302801676372542,Sentinel-2,0.7076981993892415,VIIRS,0.9151086287354258,True,True,True
Sulang,2018,4,2018Q4,0.2850547430825683,Sentinel-2,0.698921442800502,VIIRS,0.9037596021396288,True,True,True
Sarang,2018,4,2018Q4,0.2737341938931541,Sentinel-2,0.4828295115143089,VIIRS,0.6243359847123721,True,True,True
Sedan,2018,4,2018Q4,0.3376113376919917,Sentinel-2,0.5023918425722659,VIIRS,0.6496315951360879,True,True,True
Kaliori,2018,4,2018Q4,0.2054368907222659,Sentinel-2,1.0969466459708703,VIIRS,1.4184370425933688,True,True,True
